t_enc,alpha_grd,timestamp,dataset,k,alpha,tau,thresh,thresh_silent,thresh_silent_chirp,guard_cells,ref_cells,monotonicity_thresh,t_monotonicity,detection_area,recall,precision,f_score,recall_ext,precision_ext,f_score_ext,iou_score_ext,inactive_percentage
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,22,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5963191906350964,0.65366257120707,0.6236755514221604,0.6779285614706357,0.814669114296138,0.7400352633477628,0.6204123762683352,67.07897830614466
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,25,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6198334127866941,0.6397413231312041,0.6296300380778456,0.6997013697919495,0.8064193719631547,0.7492795495073701,0.6300604376755914,63.28449279078995
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,28,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.641206366862653,0.6198926904266195,0.6303694137646899,0.7196526205198008,0.790185371072224,0.753271506464831,0.6332091813563887,59.526323456683706
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,31,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6662180200222494,0.5888249246119099,0.6251352178285353,0.7408697832241271,0.758463445412731,0.7495633844511248,0.6259071145221147,55.79849600299173
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,34,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6900531013295244,0.5469527244451416,0.6102257772254441,0.7592658117266187,0.7114090068475051,0.7345587570535813,0.603183128328777,52.09705343132247
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,37,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7126872450871399,0.513279228824935,0.5967660035605508,0.7774511333244112,0.6674468048927279,0.7182614876543891,0.5803599088549477,48.41879142794595
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,40,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7330743153768813,0.48661543198915785,0.584944281942053,0.7954028124971702,0.6349785660903845,0.7061945036105965,0.5636707745991236,44.76182447731926
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,43,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7516738174691545,0.4694742443203454,0.5779667602710699,0.8116717058351615,0.6174500073979731,0.7013632115798297,0.5563032051246453,41.12520523321944
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,46,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.770079983049961,0.4401875190848013,0.5601730094162573,0.8275109838030524,0.5854906342247449,0.685774058747596,0.5326762071571748,37.50822606658938
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,49,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7851736055935286,0.36050461483395596,0.49413299606236977,0.8404043526965556,0.49017594847297286,0.6191974993553969,0.4475492493360841,33.91051343017921
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,52,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8028450924307554,0.23466890459848824,0.3631811756305031,0.8553321989970557,0.3253542620866924,0.47139690893254194,0.2983204422973505,30.331659480086365
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,55,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8154081254303833,0.15448567694682924,0.2597580779205256,0.8678900838510885,0.2055733794160042,0.3324101880353694,0.18992346255759032,26.772220217047025
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,175,58,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.823569574659686,0.09826751580497717,0.1755844631412105,0.8771301776864766,0.1284512899090057,0.2240862729718391,0.11681861470454319,23.236037569247998
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,1,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.3735019068806621,0.5902113459399342,0.45749098134432403,0.4175448296801621,0.6909576644734334,0.520532518867069,0.40592564354066124,96.38611599793195
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,4,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.43911396260395386,0.6421333227395549,0.5215637700691381,0.49717513307424,0.760473749861355,0.6012626256987413,0.4783211991746987,90.34302830382178
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,7,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.4820545314900161,0.660217304942003,0.557241683946833,0.5493111505778338,0.7898706053974272,0.6479848248867004,0.5236225306970121,85.20768927240093
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,10,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5202380952380942,0.6680998728746274,0.5849699524795288,0.5946290765757225,0.8080923071898014,0.6851184911670901,0.5614412402162269,80.38749328857219
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,13,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5530179034906507,0.6694755195367031,0.60569969253032,0.6316380102212071,0.8176120416270877,0.7126925251914077,0.5902014668869261,75.7425024347043
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,16,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5839852481593296,0.6613028585553657,0.6202437954371143,0.6649057851862628,0.8166743891669619,0.7330167232327273,0.613195872225948,71.21117829998948
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,19,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6123821441813654,0.6491324977086979,0.630222011625593,0.6925544192861982,0.8103629759639518,0.7468413876494282,0.6279045751864407,66.7623955376087
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,22,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6395479103766103,0.6280054030137486,0.6337240978997047,0.7178989558300064,0.7940877858277591,0.754073792853107,0.634608417902008,62.37670837344324
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,25,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6642572434980684,0.5992748389911906,0.6300950407390162,0.740633930868543,0.7661018408298873,0.7531526425686628,0.6305985658467048,58.04159380351805
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,28,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6871603368822553,0.5574538608568568,0.6155484654454566,0.7605927414418688,0.7194549417857962,0.7394521257938749,0.6097938674028888,53.74785765439102
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,31,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7150295301657997,0.5165678728218812,0.5998084755741053,0.7831700973647997,0.6708243914965487,0.7226569349670329,0.585397254112526,49.48983875634539
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,34,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7425827639175887,0.4802411496071088,0.583270891845623,0.8044328173929765,0.6323201138407735,0.7080675265357618,0.5647163333167052,45.26382004347806
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,37,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.76576778431062,0.45428115782283335,0.5702621605005936,0.8229942307177089,0.602066614453063,0.6954051799328054,0.5468325504670845,41.06744073260472
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,40,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7840864187721928,0.3830834612815716,0.5146989171101513,0.8385402437805068,0.5188044951796221,0.6410139328208682,0.4744994016163209,36.89968620197872
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,43,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8015138513692586,0.2457884377772006,0.3762100733386965,0.8534619777729716,0.3428619931773057,0.4891980424363801,0.31402457835039216,32.759713426891935
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,46,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8153135759309398,0.15535286456193648,0.26097801046444424,0.8672020606103984,0.20745784366164216,0.33481823807494115,0.1918454738628173,28.647095365815645
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,49,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.82261904761906,0.09478753507172308,0.1699879474337736,0.8768685328930278,0.12381414271161044,0.21698931585957798,0.11271923348133853,24.566219215265686
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,52,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8119668679485256,0.06127657586674737,0.11395344372236933,0.8700925025640237,0.08030138855975877,0.14703300610138598,0.07173675537720219,20.530738909116376
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,55,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7700144340272365,0.05812436090018545,0.1080896018770032,0.8261612868097293,0.07387652587738126,0.13562524628502734,0.06771583471805412,16.57399253037018
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,200,58,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.746986466444206,0.26732644598086264,0.3937428634802478,0.8007378137851278,0.3233977978468882,0.4607217147961015,0.2980205013134007,12.76336997610656
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,1,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.3941144922930257,0.6059560887758897,0.47759843837527755,0.4408489443110722,0.7126749969613843,0.5447342808976745,0.42682850324973376,95.91720659377503
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,4,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.46579824143228143,0.6535719582605042,0.5439356276789744,0.52711862486089,0.7774333936717633,0.628261061928106,0.5041420267319194,89.11065722171813
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,7,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5126904232215679,0.6683945565619699,0.580279134942783,0.5835965028971354,0.8043417962957089,0.6764148757089381,0.5521516331684916,83.3340026594359
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,10,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5525887229196448,0.6697041245122496,0.6055356449939215,0.6294080929414667,0.8161890556222318,0.7107318853466733,0.588580125768421,77.91288420645603
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,13,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5889232745378458,0.6626424863605113,0.6236117861152739,0.6693107594493773,0.8179278743078606,0.7361937897804773,0.6165379332890022,72.68696636591999
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,16,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6204777795434088,0.6468379970048539,0.6333837365018786,0.699604223828329,0.8083348696180855,0.7500495049966454,0.6308959336570333,67.58978652283069
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,19,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6504467927326674,0.6153721831252426,0.6324235413161108,0.7271870022920534,0.7781487532277477,0.7518052412733184,0.6303450548118281,62.585396770486355
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,22,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6779997616399206,0.5719197837863343,0.6204582933372106,0.7516797943442255,0.7304028175801373,0.7408885733970906,0.6133707248532516,57.65300929334548
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,25,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7020971714603571,0.5295464906001607,0.6037348327948265,0.7736660068168713,0.6826785017282347,0.7253299526947744,0.5901760258107478,52.77774398128332
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,28,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7286119497854834,0.4933328115413259,0.5883214857902043,0.7969178626433807,0.6411522125153407,0.7105990954125248,0.569284157552511,47.95151873959941
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,31,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.757828274802701,0.45645945541590277,0.5697461485577376,0.8189921876646553,0.5994651927151564,0.6922411810750826,0.542619181516154,43.16873418449424
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,34,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7833624662323339,0.3738354577499892,0.5061340978035282,0.8373448341911829,0.5069575672136497,0.6315517943866019,0.46246981806607435,38.42801075646303
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,37,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8023540706605349,0.2278069886146604,0.35486074962722725,0.8540458804542843,0.31530132083533,0.4605677279791532,0.2891794016516266,33.72605128014066
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,40,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8177786164521541,0.13690897270390262,0.2345505071536634,0.8694342744724829,0.17998533857438243,0.2982323158866908,0.16610877568989518,29.062261535386458
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,43,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8212537740346532,0.08049190850865708,0.14661402696705797,0.8773269779968808,0.10485411465969931,0.18732053242750532,0.09435416806833122,24.443977146162137
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,46,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7941117114254037,0.054566623467669766,0.10211641432674073,0.853869954998369,0.07088443116510529,0.13090196986386402,0.0633966310550097,19.89479604398833
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,49,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7551745325494013,0.09150099204795788,0.16322479172729032,0.8096656742608661,0.11374681370262206,0.19947074750378813,0.10634737149988882,15.473247672741957
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,52,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7422628317177898,0.4172206082952444,0.5341815791519328,0.7962070017615108,0.5124096143069674,0.623534982750209,0.46318545032713526,11.29471741662096
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,55,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7385016420361333,0.4889119720799674,0.5883302695978994,0.7922851173478366,0.620654264136492,0.6960456187398605,0.550577483385313,7.545712615945463
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,225,58,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.737800201281856,0.5241027635270799,0.6128571405915006,0.7913808577266583,0.6765553991417075,0.7294771634937448,0.5945543881190175,4.466550246636217
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,1,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.41460101170613056,0.6192722072143666,0.49667769016641905,0.46453044769148555,0.7321227643313815,0.5684074704701472,0.447881611395669,95.44556495140907
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,4,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.4917373801578475,0.6607589120186493,0.5638540543659654,0.5558700848860529,0.7913617292535832,0.6530343237648599,0.5281732169712461,87.84296436607352
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,7,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5424563006515158,0.6676628793898034,0.5985822530816414,0.6153174378360542,0.8105626044785428,0.6995725961434718,0.5767297013367274,81.41845524532772
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,10,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.5838692462524486,0.6617940689269998,0.6203942853388319,0.6610577903920767,0.8142313812949566,0.7296928689888778,0.6093170430517628,75.3926655078854
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,13,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6222270777053885,0.6371395756017598,0.629595030213127,0.6996063661159316,0.795870804078256,0.7446402907554274,0.6239024470274492,69.5848337896742
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,16,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6547592563165437,0.5889046111369272,0.6200883570228546,0.7301759291476343,0.7437339024884252,0.7368925533264393,0.6101282052337523,63.92085106892056
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,19,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.6852011494252908,0.542780878274953,0.6057321202785421,0.7574167691583978,0.6920082363621114,0.7232366448817853,0.5889455840512217,58.362537640109615
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,22,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7097041686530079,0.5091434140363843,0.5929227010024206,0.7799723638567632,0.6582058687227804,0.7139342984514758,0.5751727537546407,52.88728970095099
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,25,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7372376714868454,0.4887356752564887,0.5878012751529625,0.8041853357114678,0.6384134761966301,0.7117748162290112,0.5697614419334784,47.48166573296495
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,28,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7634188781185557,0.4328721932941597,0.5524789230779825,0.8257698556473811,0.5727756206999808,0.6763896437277354,0.5181304811715793,42.13736221305973
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,31,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7906897875946942,0.2762561123800844,0.4094544714543372,0.8457855553356564,0.3795168149143882,0.5239357161716796,0.34584676286120103,36.84719299929015
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,34,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8111876953228572,0.15893221444727837,0.2657895258569551,0.8644470669550235,0.2105717561821896,0.33865106620328106,0.1936356890086853,31.60842688436371
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,37,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.8194145611526138,0.08958484366390021,0.16151193094353727,0.8759396623419146,0.11648649992273608,0.20562767944113255,0.10500476295412267,26.424472272607403
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,40,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7974122040362418,0.056571919068896706,0.10564865768000152,0.8580868547757915,0.073636416853233,0.13563349243366474,0.06564999414712781,21.320051529294243
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,43,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.7549508713385336,0.08753896640521966,0.1568864459095441,0.8101841456337153,0.10906457021257468,0.19224913378092293,0.10166191426031133,16.36221802123331
15872,0.0001,1763103123,/home/mgrabmann/data/BBM/level0_random_1dmax_randomrcs_8targets_32chirps_new/seed_0,4,2.29,40,0.1,250,46,"(0, 0)","(8, 4)",-99999999,0,"[[1 1 1]
 [1 1 1]
 [1 1 1]]",0.741913766619003,0.4207328321173153,0.5369602041943106,0.796056654579835,0.5181082447500099,0.6276891326161612,0.4673450916321008,11.692186087722245
